Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
935327,1025MFL17,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07860,Finance (including NBFCs),Debentures and Bonds
935329,10MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07878,Finance (including NBFCs),Debentures and Bonds
935333,1050MFL17,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07894,Finance (including NBFCs),Debentures and Bonds
935335,1025MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07902,Finance (including NBFCs),Debentures and Bonds
935341,0MFL17A,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07936,Finance (including NBFCs),Debentures and Bonds
935343,0MFL19A,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07944,Finance (including NBFCs),Debentures and Bonds
935345,0MFL21,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G08272,Finance (including NBFCs),Debentures and Bonds
935347,935IFCI20,IFCI Ltd,Active,F ,1000,INE039A07827,Financial Institutions,Debentures and Bonds
935349,0IFCI20,IFCI Ltd,Active,F ,1000,INE039A07835,Financial Institutions,Debentures and Bonds
935351,940IFCI25,IFCI Ltd,Active,F ,1000,INE039A07843,Financial Institutions,Debentures and Bonds
935353,0IFCI25,IFCI Ltd,Active,F ,1000,INE039A07850,Financial Institutions,Debentures and Bonds
935355,10ECL18,ECL Finance Ltd,Active,F ,1000,INE804I07ZI7,Electric Utilities,Debentures and Bonds
935357,1045ECL18,ECL Finance Ltd,Active,F ,1000,INE804I07ZJ5,Electric Utilities,Debentures and Bonds
935359,0ECL18A,ECL Finance Ltd,Active,F ,1000,INE804I07ZK3,Electric Utilities,Debentures and Bonds
935361,1015ECL20,ECL Finance Ltd,Active,F ,1000,INE804I07ZL1,Electric Utilities,Debentures and Bonds
935363,1060ECL20,ECL Finance Ltd,Active,F ,1000,INE804I07ZM9,Electric Utilities,Debentures and Bonds
935365,0ECL20,ECL Finance Ltd,Active,F ,1000,INE804I07ZN7,Electric Utilities,Debentures and Bonds
935375,125KFL2018E,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07243,Finance (including NBFCs),Debentures and Bonds
935377,0KFL2018F,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07250,Finance (including NBFCs),Debentures and Bonds
935379,0KFL2021G,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07268,Finance (including NBFCs),Debentures and Bonds
935381,13KFL2021H,Kosamattam Finance Ltd,Active,F ,1000,INE403Q08035,Finance (including NBFCs),Debentures and Bonds
935383,849NTPC25,NTPC Ltd,Active,F ,12.5,INE733E07JP6,Electric Utilities,Debentures and Bonds
935385,11SFL17A,Sakthi Finance Ltd,Active,F ,100,INE302E07011,Finance (including NBFCs),Debentures and Bonds
935387,0SFL17B,Sakthi Finance Ltd,Active,F ,100,INE302E07029,Finance (including NBFCs),Debentures and Bonds
935389,1125SFL18C,Sakthi Finance Ltd,Active,F ,100,INE302E07037,Finance (including NBFCs),Debentures and Bonds
935391,1125SFL18D,Sakthi Finance Ltd,Active,F ,100,INE302E07045,Finance (including NBFCs),Debentures and Bonds
935393,0SFL18E,Sakthi Finance Ltd,Active,F ,100,INE302E07052,Finance (including NBFCs),Debentures and Bonds
935395,115SFL19F,Sakthi Finance Ltd,Active,F ,100,INE302E07060,Finance (including NBFCs),Debentures and Bonds
935397,115SFL19G,Sakthi Finance Ltd,Active,F ,100,INE302E07078,Finance (including NBFCs),Debentures and Bonds
935399,0SFL19H,Sakthi Finance Ltd,Active,F ,100,INE302E07086,Finance (including NBFCs),Debentures and Bonds
935405,1175MMFL18C,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07201,Financial Institutions,Debentures and Bonds
935407,12MMFL18D,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07219,Financial Institutions,Debentures and Bonds
935409,0MMFL18E,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07227,Financial Institutions,Debentures and Bonds
935411,12MMFL20F,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q08068,Financial Institutions,Debentures and Bonds
935413,0MMFL20G,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q08076,Financial Institutions,Debentures and Bonds
935415,950MFL17A,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07951,Finance (including NBFCs),Debentures and Bonds
935417,975MFL18B,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07969,Finance (including NBFCs),Debentures and Bonds
935419,950MFL20C,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07977,Finance (including NBFCs),Debentures and Bonds
935421,975MFL17D,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07985,Finance (including NBFCs),Debentures and Bonds
935423,10MFL18E,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07993,Finance (including NBFCs),Debentures and Bonds
935425,975MFL20F,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AA9,Finance (including NBFCs),Debentures and Bonds
935429,0MFL2017H,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AC5,Finance (including NBFCs),Debentures and Bonds
935431,0MFL2018I,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AD3,Finance (including NBFCs),Debentures and Bonds
935433,0MFL2020J,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AE1,Finance (including NBFCs),Debentures and Bonds
935435,0MFL2022K,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G08280,Finance (including NBFCs),Debentures and Bonds
935437,975SEFL18A,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DQ3,Financial Institutions,Debentures and Bonds
935439,102SEFL18B,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DO8,Financial Institutions,Debentures and Bonds
935441,0SEFL2018C,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DR1,Financial Institutions,Debentures and Bonds
935443,975SEFL18D,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DS9,Financial Institutions,Debentures and Bonds
935445,102SEFL18E,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DT7,Financial Institutions,Debentures and Bonds
935447,0SEFL2018F,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DU5,Financial Institutions,Debentures and Bonds
935449,975SEFL20G,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DV3,Financial Institutions,Debentures and Bonds
935451,1025SEFL20H,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DW1,Financial Institutions,Debentures and Bonds
935453,1025SEFL22I,SREI Equipment Finance Ltd,Active,F ,1000,INE881J07DX9,Financial Institutions,Debentures and Bonds
935455,10SREI18,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TQ7,Finance (including NBFCs),Debentures and Bonds
935457,1050SREI18,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TR5,Finance (including NBFCs),Debentures and Bonds
935459,ZCSREI18,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TS3,Finance (including NBFCs),Debentures and Bonds
935461,1025SREI20,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TT1,Finance (including NBFCs),Debentures and Bonds
935463,1075SREI20,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TU9,Finance (including NBFCs),Debentures and Bonds
935465,ZCSREI20,SREI Infrastructure Finance Ltd,Active,F ,1000,INE872A07TV7,Finance (including NBFCs),Debentures and Bonds
935471,1125MMFL18,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07250,Financial Institutions,Debentures and Bonds
935473,115MMFL18,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07268,Financial Institutions,Debentures and Bonds
935475,0MMFL19,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07276,Financial Institutions,Debentures and Bonds
935477,11MMFL21,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07284,Financial Institutions,Debentures and Bonds
935479,0MMFL21,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07292,Financial Institutions,Debentures and Bonds
935481,HDFCNCD2015,Housing Development Finance Corp. Ltd,Active,F ,10000000,INE001A07OC4,Housing Finance ,Debentures and Bonds
935482,9MFL2017,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AF8,Finance (including NBFCs),Debentures and Bonds
935484,925MFL18,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AG6,Finance (including NBFCs),Debentures and Bonds
935486,875MFL20,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AH4,Finance (including NBFCs),Debentures and Bonds
935488,925MFL17,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AI2,Finance (including NBFCs),Debentures and Bonds
935490,950MFL18,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AJ0,Finance (including NBFCs),Debentures and Bonds
935492,9MFL2020,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AK8,Finance (including NBFCs),Debentures and Bonds
935496,0MFL2017C,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AM4,Finance (including NBFCs),Debentures and Bonds
935498,0MFL2018,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AN2,Finance (including NBFCs),Debentures and Bonds
935500,0MFL2020A,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AO0,Finance (including NBFCs),Debentures and Bonds
935502,0MFL2022,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G08298,Finance (including NBFCs),Debentures and Bonds
935504,711PFC25,Power Finance Corporation Ltd,Active,F ,1000,INE134E07539,Finance (including NBFCs),Debentures and Bonds
935506,736PFC25,Power Finance Corporation Ltd,Active,F ,1000,INE134E07547,Finance (including NBFCs),Debentures and Bonds
935508,727PFC30,Power Finance Corporation Ltd,Active,F ,1000,INE134E07554,Finance (including NBFCs),Debentures and Bonds
935510,752PFC30,Power Finance Corporation Ltd,Active,F ,1000,INE134E07562,Finance (including NBFCs),Debentures and Bonds
935512,735PFC35,Power Finance Corporation Ltd,Active,F ,1000,INE134E07570,Finance (including NBFCs),Debentures and Bonds
935514,760PFC35,Power Finance Corporation Ltd,Active,F ,1000,INE134E07588,Finance (including NBFCs),Debentures and Bonds
935518,1025MFL17A,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07311,Finance (including NBFCs),Debentures and Bonds
935520,1050MFL18,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07329,Finance (including NBFCs),Debentures and Bonds
935522,10MFL20A,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07337,Finance (including NBFCs),Debentures and Bonds
935524,1050MFL17A,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07345,Finance (including NBFCs),Debentures and Bonds
935526,1075MFL18,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07352,Finance (including NBFCs),Debentures and Bonds
935528,1025MFL20,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07360,Finance (including NBFCs),Debentures and Bonds
935532,1050MFL17B,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07386,Finance (including NBFCs),Debentures and Bonds
935534,1075MFL18A,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07394,Finance (including NBFCs),Debentures and Bonds
935536,1025MFL20A,MUTHOOT FINCORP Ltd,Active,F ,1000,INE549K07402,Finance (including NBFCs),Debentures and Bonds
935538,689REC25,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JP4,Finance (including NBFCs),Debentures and Bonds
935540,714REC25,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JQ2,Finance (including NBFCs),Debentures and Bonds
935542,709REC30,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JR0,Finance (including NBFCs),Debentures and Bonds
935544,734REC30,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JS8,Finance (including NBFCs),Debentures and Bonds
935546,718REC35,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JT6,Finance (including NBFCs),Debentures and Bonds
935548,743REC35,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07JU4,Finance (including NBFCs),Debentures and Bonds
935552,1050KFL17B,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07284,Finance (including NBFCs),Debentures and Bonds
935554,0KFL17C,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07292,Finance (including NBFCs),Debentures and Bonds
935556,11KFL18D,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07300,Finance (including NBFCs),Debentures and Bonds
935558,0KFL19E,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07318,Finance (including NBFCs),Debentures and Bonds
935560,1125KFL20F,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07326,Finance (including NBFCs),Debentures and Bonds
935562,1150KFL22G,Kosamattam Finance Ltd,Active,F ,1000,INE403Q08043,Finance (including NBFCs),Debentures and Bonds
935564,0KFL22H,Kosamattam Finance Ltd,Active,F ,1000,INE403Q08050,Finance (including NBFCs),Debentures and Bonds
935566,707IRFC25,Indian Railway Finance Corporation,Active,F ,1000,INE053F07793,Other Financial Services,Debentures and Bonds
935568,728IRFC30,Indian Railway Finance Corporation,Active,F ,1000,INE053F07801,Other Financial Services,Debentures and Bonds
935570,725IRFC35,Indian Railway Finance Corporation,Active,F ,1000,INE053F07819,Other Financial Services,Debentures and Bonds
935572,732IRFC25,Indian Railway Finance Corporation,Active,F ,1000,INE053F07827,Other Financial Services,Debentures and Bonds
935574,753IRFC30,Indian Railway Finance Corporation,Active,F ,1000,INE053F07835,Other Financial Services,Debentures and Bonds
935576,750IRFC35,Indian Railway Finance Corporation,Active,F ,1000,INE053F07843,Other Financial Services,Debentures and Bonds
935578,714NHAI26,National Highways Authority Of India,Active,F ,1000,INE906B07EG4,Roads &amp; Highways,Debentures and Bonds
935580,739NHAI26,National Highways Authority Of India,Active,F ,1000,INE906B07EH2,Roads &amp; Highways,Debentures and Bonds
935582,735NHAI31,National Highways Authority Of India,Active,F ,1000,INE906B07EI0,Roads &amp; Highways,Debentures and Bonds
935584,76NHAI31,National Highways Authority Of India,Active,F ,1000,INE906B07EJ8,Roads &amp; Highways,Debentures and Bonds
935586,875MFL18,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AQ5,Finance (including NBFCs),Debentures and Bonds
935588,9MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AR3,Finance (including NBFCs),Debentures and Bonds
935590,85MFL21,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AS1,Finance (including NBFCs),Debentures and Bonds
935592,9MFL18,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AT9,Finance (including NBFCs),Debentures and Bonds
935594,925MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AU7,Finance (including NBFCs),Debentures and Bonds
935596,875MFL21,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AV5,Finance (including NBFCs),Debentures and Bonds
935598,0MFL17AI,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AW3,Finance (including NBFCs),Debentures and Bonds
935600,0MFL18AII,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AX1,Finance (including NBFCs),Debentures and Bonds
935602,0MFL19AIII,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AY9,Finance (including NBFCs),Debentures and Bonds
935604,0MFL21AIV,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07AZ6,Finance (including NBFCs),Debentures and Bonds
935606,0MFL23AV,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G08306,Finance (including NBFCs),Debentures and Bonds
935610,728IREDA26,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07187,Finance (including NBFCs),Debentures and Bonds
935612,749IREDA31,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07195,Finance (including NBFCs),Debentures and Bonds
935614,743IREDA36,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07203,Finance (including NBFCs),Debentures and Bonds
935616,753IREDA26,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07211,Finance (including NBFCs),Debentures and Bonds
935618,774IREDA31,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07229,Finance (including NBFCs),Debentures and Bonds
935620,768IREDA36,Indian Renewable Energy Development Agency Ltd,Active,F ,1000,INE202E07237,Finance (including NBFCs),Debentures and Bonds
935622,1025MMFL17A,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07300,Financial Institutions,Debentures and Bonds
935624,0MMFL17C,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07318,Financial Institutions,Debentures and Bonds
935626,1025MMFL19C,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07326,Financial Institutions,Debentures and Bonds
935628,1050MMFL19D,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07334,Financial Institutions,Debentures and Bonds
935630,0MMFL20E,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q07342,Financial Institutions,Debentures and Bonds
935632,1050MMFL22F,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q08084,Financial Institutions,Debentures and Bonds
935634,0MMFL22G,Muthoottu Mini Financiers Ltd,Active,F ,1000,INE101Q08092,Financial Institutions,Debentures and Bonds
935636,702HUDCO26,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AL1,Housing Finance ,Debentures and Bonds
935638,739HUDCO31,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AM9,Housing Finance ,Debentures and Bonds
935640,727HUDCO26,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AN7,Housing Finance ,Debentures and Bonds
935642,764HUDCO31,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AO5,Housing Finance ,Debentures and Bonds
935644,975KFL17,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07334,Finance (including NBFCs),Debentures and Bonds
935646,0KFL17,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07342,Finance (including NBFCs),Debentures and Bonds
935648,1025KFL18,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07359,Finance (including NBFCs),Debentures and Bonds
935650,11KFL19,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07367,Finance (including NBFCs),Debentures and Bonds
935652,0KFL19,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07375,Finance (including NBFCs),Debentures and Bonds
935654,0KFL20,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07383,Finance (including NBFCs),Debentures and Bonds
935656,115KFL22,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07391,Finance (including NBFCs),Debentures and Bonds
935658,0KFL22,Kosamattam Finance Ltd,Active,F ,1000,INE403Q07409,Finance (including NBFCs),Debentures and Bonds
935660,704NHAI26,National Highways Authority Of India,Active,F ,1000,INE906B07EM2,Roads &amp; Highways,Debentures and Bonds
935662,729NHAI26,National Highways Authority Of India,Active,F ,1000,INE906B07EN0,Roads &amp; Highways,Debentures and Bonds
935664,739NHAI31A,National Highways Authority Of India,Active,F ,1000,INE906B07EO8,Roads &amp; Highways,Debentures and Bonds
935666,769NHAI31,National Highways Authority Of India,Active,F ,1000,INE906B07EP5,Roads &amp; Highways,Debentures and Bonds
935668,704HUDCO26,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AQ0,Housing Finance ,Debentures and Bonds
935670,739HUDCO31A,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AR8,Housing Finance ,Debentures and Bonds
935672,729HUDCO26,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AS6,Housing Finance ,Debentures and Bonds
935674,769HUDCO31,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07AT4,Housing Finance ,Debentures and Bonds
935676,704IRFC26,Indian Railway Finance Corporation,Active,F ,1000,INE053F07876,Other Financial Services,Debentures and Bonds
935678,735IRFC31,Indian Railway Finance Corporation,Active,F ,1000,INE053F07884,,Debentures and Bonds
935680,729IRFC26,Indian Railway Finance Corporation,Active,F ,1000,INE053F07892,,Debentures and Bonds
935682,764IRFC31,Indian Railway Finance Corporation,Active,F ,1000,INE053F07900,,Debentures and Bonds
935684,704NABARD26,National Bank for Agriculture and Rural Development,Active,F ,1000,INE261F07040,,Debentures and Bonds
935686,735NABARD31,National Bank for Agriculture and Rural Development,Active,F ,1000,INE261F07057,,Debentures and Bonds
935688,729NABARD26,National Bank for Agriculture and Rural Development,Active,F ,1000,INE261F07024,,Debentures and Bonds
935690,764NABARD31,National Bank for Agriculture and Rural Development,Active,F ,1000,INE261F07032,,Debentures and Bonds
935692,850MFL18,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07BA7,,Debentures and Bonds
935694,875MFL19,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07BB5,,Debentures and Bonds
935696,825MFL21,MUTHOOT FINANCE Ltd,Active,F ,1000,INE414G07BC3,,Debentures and Bonds
